X=-0.78, Y=-0.39, Roll=1.0, Pitch=-2.0, Yaw=36.8, State=SEARCH, Goal=True, Color=
X=11.64, Y=10.72, Roll=4.0, Pitch=-2.2, Yaw=52.1, State=SEARCH, Goal=True, Color=赤
X=11.21, Y=11.63, Roll=0.2, Pitch=-1.1, Yaw=84.1, State=SEARCH, Goal=True, Color=
X=11.04, Y=11.56, Roll=2.6, Pitch=-0.0, Yaw=122.3, State=SEARCH, Goal=True, Color=
X=11.00, Y=11.29, Roll=-0.3, Pitch=-4.3, Yaw=119.1, State=APPROACH, Goal=True, Color=
X=11.48, Y=12.15, Roll=-0.9, Pitch=-0.9, Yaw=83.0, State=SEARCH, Goal=False, Color=
X=10.59, Y=12.05, Roll=-0.9, Pitch=0.2, Yaw=336.5, State=GOAL, Goal=True, Color=
X=9.72, Y=11.30, Roll=3.9, Pitch=-2.8, Yaw=155.1, State=SEARCH, Goal=True, Color=
X=10.09, Y=11.00, Roll=2.6, Pitch=4.6, Yaw=142.2, State=APPROACH, Goal=False, Color=青
X=9.17, Y=11.03, Roll=0.3, Pitch=2.6, Yaw=243.6, State=APPROACH, Goal=False, Color=青
X=10.02, Y=10.84, Roll=0.0, Pitch=-1.4, Yaw=354.9, State=GOAL, Goal=True, Color=赤
X=9.49, Y=10.02, Roll=3.2, Pitch=2.0, Yaw=230.7, State=SEARCH, Goal=True, Color=
X=9.64, Y=10.77, Roll=1.6, Pitch=3.6, Yaw=301.3, State=SEARCH, Goal=True, Color=
X=9.85, Y=10.12, Roll=2.5, Pitch=2.4, Yaw=141.4, State=APPROACH, Goal=False, Color=緑
X=10.79, Y=10.89, Roll=-1.8, Pitch=-4.5, Yaw=324.1, State=SEARCH, Goal=False, Color=緑
X=9.87, Y=10.94, Roll=-4.1, Pitch=4.2, Yaw=123.1, State=APPROACH, Goal=True, Color=
X=9.53, Y=11.82, Roll=2.5, Pitch=-4.5, Yaw=173.8, State=SEARCH, Goal=False, Color=青
X=9.75, Y=10.84, Roll=2.9, Pitch=4.2, Yaw=66.9, State=APPROACH, Goal=True, Color=青
X=10.43, Y=10.35, Roll=-3.9, Pitch=1.9, Yaw=9.4, State=GOAL, Goal=False, Color=赤
X=10.04, Y=11.33, Roll=4.6, Pitch=-0.1, Yaw=132.5, State=GOAL, Goal=True, Color=緑
X=9.94, Y=12.04, Roll=-2.4, Pitch=2.4, Yaw=245.1, State=GOAL, Goal=False, Color=緑
X=10.79, Y=12.12, Roll=1.6, Pitch=4.1, Yaw=154.0, State=APPROACH, Goal=True, Color=青
X=11.68, Y=12.10, Roll=-0.5, Pitch=-3.6, Yaw=317.2, State=GOAL, Goal=True, Color=赤
X=11.60, Y=11.51, Roll=-1.3, Pitch=-2.2, Yaw=74.8, State=GOAL, Goal=False, Color=青
X=10.73, Y=12.48, Roll=-1.4, Pitch=-0.3, Yaw=136.9, State=GOAL, Goal=False, Color=青
X=11.70, Y=11.63, Roll=-2.0, Pitch=3.1, Yaw=15.2, State=GOAL, Goal=True, Color=
X=11.28, Y=12.36, Roll=-0.9, Pitch=-3.3, Yaw=352.2, State=GOAL, Goal=True, Color=赤
X=10.95, Y=12.81, Roll=0.3, Pitch=-2.1, Yaw=13.7, State=APPROACH, Goal=False, Color=
X=10.61, Y=11.94, Roll=-0.4, Pitch=4.2, Yaw=29.7, State=SEARCH, Goal=True, Color=赤
X=9.78, Y=12.16, Roll=0.3, Pitch=0.3, Yaw=134.9, State=GOAL, Goal=False, Color=青
X=8.87, Y=11.63, Roll=-2.7, Pitch=1.4, Yaw=66.2, State=APPROACH, Goal=False, Color=赤
X=8.20, Y=11.90, Roll=4.0, Pitch=1.8, Yaw=278.2, State=APPROACH, Goal=True, Color=緑
X=7.58, Y=11.37, Roll=-3.0, Pitch=0.4, Yaw=4.3, State=APPROACH, Goal=False, Color=緑
X=8.58, Y=11.76, Roll=4.3, Pitch=4.3, Yaw=25.6, State=SEARCH, Goal=False, Color=赤
X=8.41, Y=12.58, Roll=-1.3, Pitch=-0.4, Yaw=113.3, State=GOAL, Goal=False, Color=青
X=8.16, Y=12.62, Roll=0.7, Pitch=2.5, Yaw=171.8, State=GOAL, Goal=True, Color=赤
X=8.12, Y=12.08, Roll=-0.3, Pitch=1.6, Yaw=287.4, State=GOAL, Goal=True, Color=緑
X=7.54, Y=11.30, Roll=1.3, Pitch=4.2, Yaw=214.0, State=GOAL, Goal=False, Color=青
X=8.44, Y=11.16, Roll=-3.7, Pitch=-3.7, Yaw=190.1, State=APPROACH, Goal=True, Color=青
X=9.28, Y=11.30, Roll=2.6, Pitch=2.5, Yaw=201.2, State=GOAL, Goal=True, Color=赤
X=9.26, Y=10.65, Roll=-2.4, Pitch=-4.0, Yaw=89.6, State=APPROACH, Goal=True, Color=青
X=9.75, Y=10.31, Roll=-1.9, Pitch=-0.0, Yaw=323.5, State=SEARCH, Goal=True, Color=
X=9.55, Y=10.20, Roll=-0.0, Pitch=1.4, Yaw=341.1, State=GOAL, Goal=True, Color=緑
X=9.71, Y=9.88, Roll=3.5, Pitch=-2.0, Yaw=23.9, State=APPROACH, Goal=False, Color=赤
X=9.52, Y=9.64, Roll=-4.0, Pitch=-2.0, Yaw=96.6, State=SEARCH, Goal=True, Color=
X=9.20, Y=9.87, Roll=-4.5, Pitch=-4.2, Yaw=183.0, State=SEARCH, Goal=False, Color=緑
X=8.34, Y=10.16, Roll=0.8, Pitch=-0.2, Yaw=327.0, State=SEARCH, Goal=False, Color=赤
X=9.12, Y=10.09, Roll=-1.3, Pitch=0.8, Yaw=160.1, State=GOAL, Goal=False, Color=緑
X=8.17, Y=10.17, Roll=-3.8, Pitch=1.7, Yaw=278.1, State=GOAL, Goal=True, Color=
X=7.94, Y=9.66, Roll=0.9, Pitch=-1.7, Yaw=19.2, State=SEARCH, Goal=False, Color=青
X=8.82, Y=10.46, Roll=3.2, Pitch=4.6, Yaw=11.1, State=APPROACH, Goal=True, Color=
X=8.79, Y=9.70, Roll=-3.9, Pitch=4.4, Yaw=133.6, State=APPROACH, Goal=True, Color=赤
X=9.29, Y=8.81, Roll=3.7, Pitch=-4.4, Yaw=155.1, State=APPROACH, Goal=True, Color=赤
X=8.30, Y=9.38, Roll=-1.1, Pitch=-4.3, Yaw=164.8, State=GOAL, Goal=False, Color=
X=7.93, Y=9.86, Roll=1.9, Pitch=-1.6, Yaw=203.7, State=GOAL, Goal=False, Color=
X=7.93, Y=10.18, Roll=-4.4, Pitch=-4.0, Yaw=262.3, State=APPROACH, Goal=True, Color=青
X=8.45, Y=10.74, Roll=1.7, Pitch=-3.5, Yaw=210.2, State=GOAL, Goal=False, Color=緑
X=8.20, Y=11.38, Roll=0.1, Pitch=2.9, Yaw=87.3, State=SEARCH, Goal=True, Color=青
X=8.43, Y=11.78, Roll=4.3, Pitch=2.4, Yaw=354.4, State=APPROACH, Goal=False, Color=
X=9.32, Y=12.22, Roll=3.9, Pitch=4.3, Yaw=347.1, State=APPROACH, Goal=False, Color=
X=9.34, Y=12.54, Roll=1.5, Pitch=-0.6, Yaw=355.6, State=SEARCH, Goal=True, Color=青
X=9.48, Y=12.69, Roll=2.0, Pitch=3.9, Yaw=120.5, State=APPROACH, Goal=True, Color=緑
X=8.97, Y=12.49, Roll=-2.5, Pitch=-4.4, Yaw=338.1, State=APPROACH, Goal=False, Color=
X=9.66, Y=13.41, Roll=0.7, Pitch=-0.7, Yaw=263.1, State=GOAL, Goal=True, Color=青
X=10.21, Y=13.20, Roll=0.0, Pitch=-0.7, Yaw=59.3, State=SEARCH, Goal=True, Color=赤
X=10.13, Y=14.16, Roll=1.3, Pitch=-3.6, Yaw=251.6, State=GOAL, Goal=True, Color=青
X=9.55, Y=13.93, Roll=-1.9, Pitch=4.9, Yaw=79.7, State=GOAL, Goal=False, Color=青
X=9.48, Y=13.64, Roll=1.6, Pitch=-3.8, Yaw=147.0, State=GOAL, Goal=True, Color=青
X=9.78, Y=14.14, Roll=4.7, Pitch=3.3, Yaw=91.3, State=GOAL, Goal=False, Color=
X=10.40, Y=13.51, Roll=0.4, Pitch=1.5, Yaw=35.1, State=APPROACH, Goal=False, Color=
X=10.03, Y=12.78, Roll=1.3, Pitch=1.9, Yaw=208.7, State=GOAL, Goal=True, Color=青
X=10.02, Y=13.28, Roll=0.5, Pitch=-0.4, Yaw=73.9, State=APPROACH, Goal=True, Color=赤
X=9.26, Y=14.10, Roll=-4.9, Pitch=-4.2, Yaw=66.4, State=SEARCH, Goal=False, Color=赤
X=9.54, Y=13.20, Roll=-2.2, Pitch=-0.2, Yaw=31.6, State=SEARCH, Goal=False, Color=緑
X=10.18, Y=13.54, Roll=0.2, Pitch=-4.0, Yaw=315.2, State=SEARCH, Goal=True, Color=緑
X=10.26, Y=13.69, Roll=1.9, Pitch=3.3, Yaw=63.8, State=GOAL, Goal=False, Color=赤
X=9.98, Y=13.57, Roll=1.7, Pitch=-2.6, Yaw=225.6, State=APPROACH, Goal=True, Color=青
X=10.24, Y=13.84, Roll=-0.8, Pitch=4.0, Yaw=3.4, State=SEARCH, Goal=True, Color=緑
X=10.51, Y=13.66, Roll=3.0, Pitch=1.6, Yaw=4.9, State=GOAL, Goal=True, Color=青
X=10.39, Y=13.82, Roll=-0.5, Pitch=-2.2, Yaw=92.3, State=SEARCH, Goal=True, Color=赤
X=11.35, Y=13.76, Roll=-2.4, Pitch=0.3, Yaw=47.2, State=APPROACH, Goal=False, Color=
X=11.86, Y=14.54, Roll=4.6, Pitch=0.6, Yaw=276.7, State=APPROACH, Goal=False, Color=赤
X=12.11, Y=13.85, Roll=-3.1, Pitch=-1.9, Yaw=215.2, State=APPROACH, Goal=False, Color=緑
X=12.52, Y=13.72, Roll=3.1, Pitch=1.0, Yaw=116.5, State=APPROACH, Goal=True, Color=青
X=12.61, Y=13.42, Roll=0.9, Pitch=3.1, Yaw=245.0, State=GOAL, Goal=False, Color=
X=13.13, Y=13.81, Roll=-2.8, Pitch=4.9, Yaw=283.2, State=SEARCH, Goal=False, Color=
X=12.92, Y=14.71, Roll=1.0, Pitch=-4.1, Yaw=94.9, State=GOAL, Goal=False, Color=
X=12.19, Y=15.69, Roll=1.6, Pitch=4.4, Yaw=20.4, State=GOAL, Goal=True, Color=
X=13.04, Y=15.91, Roll=0.0, Pitch=-4.5, Yaw=156.3, State=APPROACH, Goal=True, Color=
X=12.23, Y=15.77, Roll=1.1, Pitch=-4.1, Yaw=239.8, State=GOAL, Goal=False, Color=青
X=11.91, Y=14.87, Roll=-2.3, Pitch=3.9, Yaw=195.9, State=SEARCH, Goal=True, Color=赤
X=11.90, Y=14.08, Roll=0.3, Pitch=2.3, Yaw=225.9, State=GOAL, Goal=False, Color=青
X=11.92, Y=14.97, Roll=-3.6, Pitch=3.2, Yaw=31.0, State=APPROACH, Goal=True, Color=
X=12.83, Y=14.58, Roll=1.4, Pitch=-0.6, Yaw=36.6, State=APPROACH, Goal=True, Color=緑
X=12.39, Y=13.76, Roll=4.6, Pitch=1.3, Yaw=315.1, State=GOAL, Goal=False, Color=赤
X=11.77, Y=14.17, Roll=2.1, Pitch=-4.7, Yaw=234.5, State=APPROACH, Goal=True, Color=赤
X=12.66, Y=13.62, Roll=1.3, Pitch=-0.7, Yaw=242.7, State=SEARCH, Goal=True, Color=青
X=12.55, Y=13.36, Roll=0.2, Pitch=-2.8, Yaw=155.3, State=SEARCH, Goal=True, Color=
X=11.73, Y=13.57, Roll=-0.4, Pitch=-3.3, Yaw=198.3, State=SEARCH, Goal=False, Color=赤
X=11.37, Y=13.29, Roll=4.5, Pitch=0.4, Yaw=169.4, State=GOAL, Goal=False, Color=緑
X=11.70, Y=14.16, Roll=-2.6, Pitch=-0.4, Yaw=18.6, State=GOAL, Goal=False, Color=青
X=12.33, Y=14.93, Roll=-2.7, Pitch=2.1, Yaw=277.8, State=SEARCH, Goal=True, Color=緑
X=12.20, Y=15.51, Roll=3.4, Pitch=-4.2, Yaw=173.1, State=SEARCH, Goal=True, Color=青
X=12.00, Y=15.27, Roll=3.4, Pitch=0.2, Yaw=257.0, State=APPROACH, Goal=False, Color=青
X=11.18, Y=16.26, Roll=-5.0, Pitch=-4.4, Yaw=179.8, State=SEARCH, Goal=False, Color=緑
X=10.19, Y=16.59, Roll=-1.8, Pitch=-3.6, Yaw=169.8, State=GOAL, Goal=False, Color=
X=9.78, Y=16.77, Roll=-1.5, Pitch=-1.1, Yaw=184.0, State=GOAL, Goal=False, Color=
X=9.78, Y=16.01, Roll=4.4, Pitch=-1.1, Yaw=23.7, State=APPROACH, Goal=False, Color=
X=9.55, Y=15.90, Roll=2.7, Pitch=4.6, Yaw=186.8, State=SEARCH, Goal=False, Color=緑
X=9.52, Y=14.93, Roll=3.8, Pitch=4.9, Yaw=296.8, State=SEARCH, Goal=True, Color=青
X=9.41, Y=15.46, Roll=2.6, Pitch=-4.1, Yaw=187.5, State=GOAL, Goal=False, Color=緑
X=9.66, Y=14.91, Roll=1.4, Pitch=3.3, Yaw=339.2, State=APPROACH, Goal=True, Color=赤
X=9.00, Y=14.63, Roll=3.6, Pitch=2.0, Yaw=149.1, State=APPROACH, Goal=True, Color=赤
X=8.18, Y=14.66, Roll=2.4, Pitch=1.6, Yaw=319.5, State=GOAL, Goal=True, Color=緑
X=9.08, Y=14.09, Roll=5.0, Pitch=0.6, Yaw=61.4, State=SEARCH, Goal=False, Color=緑
X=8.63, Y=14.92, Roll=0.2, Pitch=1.7, Yaw=332.0, State=APPROACH, Goal=False, Color=緑
X=9.14, Y=15.66, Roll=-2.9, Pitch=-0.2, Yaw=282.1, State=GOAL, Goal=True, Color=
X=8.18, Y=16.11, Roll=0.9, Pitch=-2.7, Yaw=325.0, State=GOAL, Goal=True, Color=緑
X=7.50, Y=15.18, Roll=3.8, Pitch=-4.1, Yaw=277.0, State=APPROACH, Goal=True, Color=緑
X=6.54, Y=15.56, Roll=-3.4, Pitch=1.5, Yaw=338.4, State=APPROACH, Goal=True, Color=緑
X=6.48, Y=16.05, Roll=4.5, Pitch=-4.2, Yaw=357.9, State=APPROACH, Goal=False, Color=
X=5.68, Y=15.37, Roll=3.8, Pitch=-3.9, Yaw=3.9, State=APPROACH, Goal=True, Color=青
X=6.50, Y=15.61, Roll=-1.4, Pitch=2.1, Yaw=94.4, State=GOAL, Goal=True, Color=青
X=6.73, Y=16.42, Roll=-0.8, Pitch=0.0, Yaw=233.4, State=APPROACH, Goal=False, Color=赤
X=6.29, Y=15.53, Roll=-3.6, Pitch=-4.9, Yaw=167.6, State=APPROACH, Goal=True, Color=緑
X=6.83, Y=16.35, Roll=2.3, Pitch=-1.0, Yaw=164.9, State=SEARCH, Goal=False, Color=赤
X=6.36, Y=15.77, Roll=0.1, Pitch=-1.0, Yaw=213.0, State=SEARCH, Goal=False, Color=緑
X=5.45, Y=14.77, Roll=3.8, Pitch=-3.9, Yaw=212.5, State=GOAL, Goal=False, Color=赤
X=6.22, Y=14.22, Roll=0.2, Pitch=-2.7, Yaw=281.2, State=GOAL, Goal=True, Color=
X=6.01, Y=13.90, Roll=3.7, Pitch=-3.2, Yaw=326.4, State=SEARCH, Goal=True, Color=
X=6.26, Y=12.96, Roll=1.0, Pitch=-3.4, Yaw=92.8, State=SEARCH, Goal=False, Color=緑
X=6.45, Y=12.61, Roll=-4.3, Pitch=-2.4, Yaw=101.7, State=APPROACH, Goal=True, Color=
X=6.55, Y=13.10, Roll=4.7, Pitch=-2.3, Yaw=356.6, State=SEARCH, Goal=True, Color=青
X=6.80, Y=14.04, Roll=3.9, Pitch=-2.4, Yaw=159.3, State=GOAL, Goal=True, Color=赤
X=6.74, Y=13.99, Roll=-2.0, Pitch=-3.9, Yaw=357.4, State=GOAL, Goal=True, Color=青
X=7.74, Y=14.49, Roll=3.3, Pitch=0.8, Yaw=17.3, State=GOAL, Goal=True, Color=
X=8.12, Y=15.29, Roll=4.2, Pitch=-2.9, Yaw=51.6, State=GOAL, Goal=False, Color=
X=9.01, Y=16.02, Roll=4.2, Pitch=2.5, Yaw=262.4, State=SEARCH, Goal=False, Color=
X=9.18, Y=16.95, Roll=-0.8, Pitch=3.6, Yaw=310.3, State=GOAL, Goal=False, Color=青
X=10.01, Y=16.06, Roll=-1.7, Pitch=2.0, Yaw=344.3, State=GOAL, Goal=True, Color=
X=9.11, Y=16.81, Roll=-2.0, Pitch=-4.5, Yaw=116.6, State=GOAL, Goal=True, Color=青
X=8.51, Y=16.86, Roll=-2.9, Pitch=1.8, Yaw=112.0, State=SEARCH, Goal=False, Color=赤
X=9.02, Y=16.25, Roll=-3.5, Pitch=-1.2, Yaw=111.7, State=SEARCH, Goal=True, Color=青
X=8.70, Y=16.99, Roll=2.3, Pitch=-1.2, Yaw=287.1, State=SEARCH, Goal=True, Color=青
X=8.25, Y=17.06, Roll=2.4, Pitch=-4.0, Yaw=240.1, State=GOAL, Goal=False, Color=青
X=7.79, Y=17.09, Roll=0.0, Pitch=2.8, Yaw=149.7, State=SEARCH, Goal=True, Color=
X=8.10, Y=17.45, Roll=4.0, Pitch=-2.0, Yaw=46.0, State=APPROACH, Goal=False, Color=
X=7.86, Y=16.97, Roll=-1.4, Pitch=1.4, Yaw=170.8, State=GOAL, Goal=True, Color=赤
X=6.99, Y=17.35, Roll=-3.5, Pitch=2.9, Yaw=268.0, State=APPROACH, Goal=False, Color=赤
X=7.06, Y=17.61, Roll=4.9, Pitch=0.4, Yaw=336.1, State=SEARCH, Goal=True, Color=緑
X=6.96, Y=17.90, Roll=-2.2, Pitch=4.9, Yaw=122.8, State=APPROACH, Goal=False, Color=
X=7.89, Y=17.87, Roll=2.7, Pitch=-3.0, Yaw=233.3, State=GOAL, Goal=True, Color=青
X=7.72, Y=18.52, Roll=-3.2, Pitch=-2.1, Yaw=255.1, State=GOAL, Goal=False, Color=青
X=7.32, Y=17.58, Roll=-1.5, Pitch=3.1, Yaw=122.7, State=APPROACH, Goal=False, Color=青
X=6.32, Y=17.14, Roll=-0.5, Pitch=-2.8, Yaw=172.0, State=SEARCH, Goal=False, Color=赤
X=6.92, Y=17.93, Roll=-4.1, Pitch=3.1, Yaw=302.9, State=GOAL, Goal=False, Color=赤
X=7.42, Y=18.44, Roll=-1.2, Pitch=-1.7, Yaw=10.7, State=GOAL, Goal=True, Color=青
X=6.76, Y=19.38, Roll=1.3, Pitch=2.6, Yaw=263.3, State=GOAL, Goal=False, Color=
X=7.69, Y=18.69, Roll=-4.8, Pitch=-1.0, Yaw=15.3, State=GOAL, Goal=True, Color=青
X=6.80, Y=18.45, Roll=-0.3, Pitch=-3.9, Yaw=237.4, State=SEARCH, Goal=False, Color=赤
X=5.80, Y=18.83, Roll=4.2, Pitch=-1.3, Yaw=5.5, State=GOAL, Goal=True, Color=青
X=5.80, Y=18.03, Roll=-0.3, Pitch=-4.6, Yaw=37.8, State=APPROACH, Goal=True, Color=緑
X=5.40, Y=18.51, Roll=-0.4, Pitch=-0.6, Yaw=243.2, State=GOAL, Goal=False, Color=青
X=6.06, Y=18.92, Roll=-0.9, Pitch=-0.1, Yaw=275.6, State=SEARCH, Goal=False, Color=緑
X=5.27, Y=18.41, Roll=-1.0, Pitch=2.6, Yaw=248.4, State=APPROACH, Goal=False, Color=緑
X=6.22, Y=19.28, Roll=3.8, Pitch=2.6, Yaw=240.3, State=APPROACH, Goal=True, Color=緑
X=7.18, Y=19.20, Roll=4.1, Pitch=-0.3, Yaw=49.0, State=SEARCH, Goal=True, Color=青
X=7.30, Y=18.50, Roll=-4.3, Pitch=-4.1, Yaw=276.3, State=APPROACH, Goal=True, Color=青
X=6.71, Y=18.07, Roll=-1.1, Pitch=-0.1, Yaw=45.3, State=GOAL, Goal=True, Color=緑
X=5.75, Y=18.47, Roll=4.8, Pitch=0.3, Yaw=113.7, State=GOAL, Goal=False, Color=緑
X=5.88, Y=18.64, Roll=-0.1, Pitch=-2.5, Yaw=32.8, State=GOAL, Goal=True, Color=青
X=6.18, Y=17.76, Roll=-0.1, Pitch=4.0, Yaw=259.1, State=GOAL, Goal=True, Color=赤
X=6.11, Y=18.72, Roll=-1.8, Pitch=-0.1, Yaw=287.1, State=SEARCH, Goal=True, Color=
X=7.01, Y=19.00, Roll=-0.6, Pitch=-1.4, Yaw=107.2, State=GOAL, Goal=True, Color=赤
X=7.04, Y=18.25, Roll=2.2, Pitch=-4.5, Yaw=37.9, State=SEARCH, Goal=False, Color=緑
X=6.89, Y=18.89, Roll=-0.8, Pitch=2.3, Yaw=26.4, State=APPROACH, Goal=True, Color=緑
X=6.20, Y=19.12, Roll=-3.7, Pitch=-1.9, Yaw=296.5, State=SEARCH, Goal=True, Color=
X=5.54, Y=19.90, Roll=-4.5, Pitch=-4.3, Yaw=85.3, State=SEARCH, Goal=False, Color=赤
X=6.19, Y=19.16, Roll=0.3, Pitch=2.9, Yaw=149.3, State=APPROACH, Goal=True, Color=青
X=6.86, Y=19.35, Roll=3.2, Pitch=3.6, Yaw=186.0, State=APPROACH, Goal=False, Color=赤
X=7.08, Y=19.55, Roll=0.9, Pitch=-1.8, Yaw=168.9, State=APPROACH, Goal=True, Color=緑
X=7.46, Y=19.69, Roll=-0.9, Pitch=2.8, Yaw=148.7, State=GOAL, Goal=True, Color=
X=7.15, Y=20.67, Roll=4.1, Pitch=1.9, Yaw=95.6, State=GOAL, Goal=True, Color=赤
X=7.45, Y=20.22, Roll=-2.1, Pitch=3.4, Yaw=227.1, State=APPROACH, Goal=False, Color=緑
X=7.62, Y=20.61, Roll=-4.1, Pitch=2.2, Yaw=260.5, State=GOAL, Goal=False, Color=赤
X=8.00, Y=21.30, Roll=0.9, Pitch=-2.7, Yaw=7.2, State=GOAL, Goal=False, Color=赤
X=7.22, Y=21.90, Roll=-0.0, Pitch=-4.8, Yaw=26.9, State=GOAL, Goal=True, Color=緑
X=7.78, Y=20.97, Roll=3.8, Pitch=4.9, Yaw=229.5, State=GOAL, Goal=False, Color=
X=7.54, Y=20.71, Roll=0.9, Pitch=-3.6, Yaw=78.2, State=SEARCH, Goal=True, Color=赤
X=6.92, Y=20.13, Roll=-2.1, Pitch=0.5, Yaw=49.3, State=GOAL, Goal=True, Color=赤
X=7.10, Y=19.74, Roll=-2.1, Pitch=4.6, Yaw=280.0, State=APPROACH, Goal=True, Color=緑
X=7.45, Y=19.33, Roll=2.5, Pitch=-2.9, Yaw=240.7, State=GOAL, Goal=True, Color=赤
X=6.97, Y=18.65, Roll=2.3, Pitch=-5.0, Yaw=225.8, State=GOAL, Goal=True, Color=赤
X=6.83, Y=17.98, Roll=4.8, Pitch=2.3, Yaw=261.1, State=SEARCH, Goal=True, Color=
X=6.24, Y=18.69, Roll=3.0, Pitch=1.9, Yaw=105.4, State=APPROACH, Goal=False, Color=青
X=7.00, Y=17.96, Roll=-3.8, Pitch=-3.8, Yaw=47.9, State=SEARCH, Goal=True, Color=青
X=6.12, Y=18.76, Roll=4.9, Pitch=-2.3, Yaw=293.3, State=GOAL, Goal=False, Color=緑
X=7.01, Y=18.43, Roll=4.5, Pitch=-0.2, Yaw=4.2, State=APPROACH, Goal=False, Color=
X=7.79, Y=17.84, Roll=-1.5, Pitch=1.2, Yaw=163.9, State=SEARCH, Goal=True, Color=緑
X=7.43, Y=17.90, Roll=1.0, Pitch=3.7, Yaw=124.0, State=GOAL, Goal=False, Color=青
X=6.60, Y=17.66, Roll=-3.0, Pitch=-0.1, Yaw=168.9, State=APPROACH, Goal=True, Color=
X=5.79, Y=18.51, Roll=-3.8, Pitch=-4.8, Yaw=1.6, State=APPROACH, Goal=True, Color=赤
X=6.47, Y=18.39, Roll=2.8, Pitch=2.9, Yaw=132.2, State=SEARCH, Goal=True, Color=緑
X=6.10, Y=18.60, Roll=-3.0, Pitch=0.9, Yaw=122.2, State=SEARCH, Goal=False, Color=青
X=6.02, Y=19.30, Roll=0.7, Pitch=0.1, Yaw=60.1, State=APPROACH, Goal=False, Color=緑
X=6.71, Y=18.95, Roll=-1.3, Pitch=1.2, Yaw=17.2, State=SEARCH, Goal=True, Color=赤
X=5.90, Y=18.84, Roll=-2.1, Pitch=2.2, Yaw=245.2, State=SEARCH, Goal=False, Color=赤
X=5.61, Y=19.35, Roll=-0.8, Pitch=2.6, Yaw=140.2, State=APPROACH, Goal=False, Color=赤
X=6.32, Y=20.16, Roll=-3.0, Pitch=-0.9, Yaw=228.4, State=SEARCH, Goal=True, Color=緑
X=6.39, Y=20.83, Roll=0.5, Pitch=3.0, Yaw=33.2, State=SEARCH, Goal=True, Color=青
X=6.32, Y=21.45, Roll=-1.9, Pitch=-3.6, Yaw=284.2, State=SEARCH, Goal=False, Color=緑
X=5.40, Y=20.84, Roll=-3.5, Pitch=2.2, Yaw=81.3, State=SEARCH, Goal=False, Color=
X=5.26, Y=21.65, Roll=-3.6, Pitch=4.9, Yaw=215.9, State=SEARCH, Goal=False, Color=緑
X=6.18, Y=22.38, Roll=1.8, Pitch=3.9, Yaw=102.3, State=SEARCH, Goal=True, Color=青
X=6.12, Y=23.20, Roll=1.7, Pitch=0.1, Yaw=254.9, State=GOAL, Goal=True, Color=
X=6.56, Y=22.53, Roll=-1.9, Pitch=-1.0, Yaw=237.6, State=SEARCH, Goal=True, Color=緑
X=7.41, Y=23.25, Roll=1.2, Pitch=-0.2, Yaw=339.7, State=APPROACH, Goal=True, Color=青
X=7.58, Y=23.21, Roll=2.5, Pitch=-3.8, Yaw=232.2, State=GOAL, Goal=False, Color=赤
X=6.76, Y=22.39, Roll=-2.2, Pitch=-4.5, Yaw=84.6, State=GOAL, Goal=False, Color=赤
X=7.27, Y=22.26, Roll=0.3, Pitch=4.3, Yaw=202.9, State=SEARCH, Goal=True, Color=緑
X=7.95, Y=22.25, Roll=-4.7, Pitch=-2.4, Yaw=208.3, State=SEARCH, Goal=True, Color=
X=8.92, Y=21.57, Roll=1.4, Pitch=4.9, Yaw=246.7, State=APPROACH, Goal=True, Color=赤
X=8.32, Y=21.57, Roll=4.4, Pitch=0.1, Yaw=167.1, State=GOAL, Goal=False, Color=
X=7.48, Y=21.58, Roll=-4.0, Pitch=-1.4, Yaw=172.8, State=SEARCH, Goal=False, Color=青
X=8.10, Y=22.46, Roll=-2.4, Pitch=-4.0, Yaw=80.1, State=SEARCH, Goal=True, Color=赤
X=8.79, Y=23.39, Roll=-4.3, Pitch=1.2, Yaw=140.8, State=APPROACH, Goal=True, Color=青
X=8.41, Y=23.82, Roll=-0.2, Pitch=0.3, Yaw=144.7, State=APPROACH, Goal=False, Color=赤
X=7.44, Y=23.49, Roll=2.7, Pitch=0.3, Yaw=324.6, State=GOAL, Goal=False, Color=赤
X=7.19, Y=22.58, Roll=4.9, Pitch=-1.4, Yaw=233.2, State=GOAL, Goal=True, Color=
X=6.38, Y=21.73, Roll=-0.9, Pitch=3.3, Yaw=96.6, State=APPROACH, Goal=False, Color=緑
X=6.59, Y=22.67, Roll=-1.3, Pitch=3.8, Yaw=174.8, State=GOAL, Goal=True, Color=緑
X=7.34, Y=22.02, Roll=1.3, Pitch=3.6, Yaw=318.9, State=APPROACH, Goal=True, Color=赤
X=7.42, Y=21.18, Roll=0.2, Pitch=3.8, Yaw=291.9, State=SEARCH, Goal=True, Color=
X=8.10, Y=21.13, Roll=0.8, Pitch=4.3, Yaw=168.5, State=GOAL, Goal=True, Color=赤
X=7.92, Y=22.01, Roll=-2.4, Pitch=3.4, Yaw=146.4, State=SEARCH, Goal=False, Color=赤
X=7.86, Y=22.40, Roll=-1.7, Pitch=-2.1, Yaw=330.6, State=SEARCH, Goal=False, Color=青
X=7.80, Y=23.12, Roll=3.5, Pitch=4.0, Yaw=58.2, State=GOAL, Goal=True, Color=赤
